,Titulo de tesis,resumen,palabras clave,mencion
140,desarrollo de un software de administración y configuración para un puntode acceso inalámbrico 80211b,las redes de Área local inalámbricas (wireless local area netwoks  wlanshan tenido mucha aceptación en los últimos años estas son comúnmenteusadas en oficinas  universidades  hogares  además de áreas públicas comohoteles  aeropuertos  restaurantes es muy común en este tipo de redes quelos usuarios finales  compren e instalen equipos sin una previa planeacióny diseño la consecuencia de esta falta de planificación es un deficientedesempeño y en casos muy extremos  el robo de la información lainstalación y la configuración de una wlan pueden ser un proceso muysencillo  pero precisamente esto las hace ser un blanco fácil para ataques por eso es importante una buena configuración y administración de la reden la mayoría de los casos esta administración se lleva a cabo a través delos puntos de acceso  mediante el software de administración yconfiguración que poseen los mismos  de ahí la importancia de contar con unsoftware de administración de gran calidad y que pueda ofrecer a losusuarios todas las funcionalidades necesarias para llevar a cabo una buenagestión de la red,administración casos configuración local redes importancia mucha puntos hogares equipos Área buenagestión quelos buena universidades instalen ahí proceso comohoteles aeropuertos wlan necesarias fácil losusuarios comúnmenteusadas extremos robo oficinas previa poseen tipo area precisamente últimos lleva acceso llevar wlanshan ataques mismos planeacióny mayoría todas netwoks lainstalación reddesarrollo de un software de administración y configuración para un puntode acceso inalámbrico 80211b,tecnologias en comunicaciones y redes decomputadoras
141,análisis del rendimiento de voip en redes 80211b/g,la constante evolución de las redes inalámbricas y las ventajas que estasofrecen  han permitido que estas tecnologías se vuelvan muy populares siendo cada vez más utilizadas por todas las grandes empresas para proveerconectividad en sus instalaciones por las características de las redesinalámbricas no se espera que estas suplanten a las cableadas  por lo menospor los momentos  ya que éstas tienen limitantes de velocidad y seguridad en comparación con las cableadas en la actualidad el grupo ieee 80211está trabajando para reducir estas debilidades  tal es el caso  que desdeenero del 2004 sé esta desarrollando el nuevo estándar 80211n que es 10veces más rápido que el 80211 g o el 80211a[19] por otro lado  eldesarrollo de la tecnología de voz sobre ip  hace que cada vez mas empresasopten por esta solución para poder comunicar todas sus sucursales endistintas partes del mundo en tiempo real en cuanto a la voz sobre ip  setiene que es una tecnología en desarrollo  al punto que hoy en día internety la web han generado mas innovaciones que la telefonía convencional  yaproximadamente un 60% de las empresas más reconocidas del mundo utilizanesta tecnología para mantener comunicadas sus distintas sucursales en todoel mundo actualmente en venezuela ha surgido un gran interés en estas dostecnologías  tanto en empresas privadas como gubernamentales  las cuales seencuentran implementando soluciones con estas tecnologías,empresas más mundo tecnología tecnologías todas cableadas ip sucursales voz mas actualidad empresasopten instalaciones utilizanesta evolución hace ieee comparación web estándar cuanto todoel solución real cuales seguridad lado menospor desarrollando desarrollo suplanten mantener reducir estasofrecen gran 10veces caso implementando momentos tiempo comunicadas partes populares venezuela endistintas dostecnologías comunicaranálisis del rendimiento de voip en redes 80211b/g,tecnologias en comunicaciones y redes decomputadoras
142,desarrollo de una aplicación adaptativa para la gestión de documentoselectrónicos de la biblioteca alonso gamero,a lo largo de su existencia  la biblioteca alonso gomero de la facultad deciencias de la ucv ha sido responsable del almacenamiento y resguardo delmaterial intelectual generado por estudiantes y profesores de la facultadde ciencias  como lo son las tesis y otros trabajos especiales estosdocumentos  hasta ahora recibidos en papel  son guardados en lasinstalaciones de la biblioteca  ocupando un espacio físico importante ysiendo sometidos a los efectos de factores ambientales tales como lahumedad  lo cual conlleva al deterioro de estos con el paso del tiempo  yeventualmente  la pérdida total de los mismos en pleno siglo xxi  estoparece ser algo obsoleto  considerando los avances tecnológicos en materiade bibliotecas digitales y demás formas de almacenamiento digital poresto  gracias a la iniciativa de la biblioteca misma y el centro decomputación de la facultad de ciencias de la ucv  se desarrolló unaherramienta  basada en web  capaz de servir como repositorio digital deestos documentos  además de todas las funcionalidades típicas de un sistemamoderno de almacenamiento digital como búsquedas especializadas  contactode autores  y posibilidades de acceso al sistema desde cualquierdispositivo móvil  con capacidades de navegación este trabajo se basa enel análisis  diseño y desarrollo de una aplicación denominada “aplicaciónadaptativa para la gestión de documentos electrónicos de la bibliotecaalonso gamero” la cual proporciona  una serie de servicios que permiten elacceso vía web a este repositorio y el manejo administrativo del sistema dentro de la facultad de ciencias de la universidad central de venezuela,biblioteca digital  dispositivos móviles  documentos electrónicos aplicaciones adaptativas,tecnologias en comunicaciones y redes decomputadoras
143,implementación de una red ipv6 móvil,el mundo de las comunicaciones avanza de manera exponencial  día a díaaumentan los usuarios de internet cuyas necesidades  de igual manera estánaumentando y muchas de ellas no pueden satisfacerse por falta deprotocolos  aplicaciones  etc que se adecuen a estas  las necesidades delos usuarios de internet en sus inicios eran muy diferentes a las de losusuarios actuales  muchos protocolos se han quedado cortos en comparacióncon las exigencias que se presentan como  por ejemplo  la cantidad dedirecciones ip  estas no han sido suficiente para todos los usuarios deinternet quienes han tenido que utilizar mecanismos alternos como latraducción de direcciones de red (nat  por sus siglas en inglés  networkaddress translation  esto ha aliviado parcialmente el problema de ladirecciones  pero también dificulta el uso de algunas aplicaciones  parasolucionar este y otros problemas surgió el protocolo de internet versión 6(ipv6  por sus siglas en inglés  internet protocol version 6  que ofreceun mayor espacio de direcciones  además de seguridad  calidad de servicio etc adicionalmente  ipv6 proporciona mejoras que permiten un mayorrendimiento en lo referente a las conexiones móviles  es decir  permite queusuarios que se cambian de punto de acceso a internet logren mantener suconexión en todo momento de manera que se encuentren globalmentealcanzables en todo instante,internet usuarios necesidades siglas etc inglés aplicaciones ipv6 direcciones alternos quedado momento móviles queusuarios cuyas también inicios estánaumentando igual decir exponencial deprotocolos seguridad adecuen mayorrendimiento adicionalmente mantener además muchas ladirecciones logren encuentren ejemplo aliviado mecanismos parasolucionar presentan servicio acceso protocol version red dedirecciones surgió exigenciasimplementación de una red ipv6 móvil,tecnologias en comunicaciones y redes decomputadoras
144,diseño  construcción y programación de robots móviles para la captura ytransmisión de eventos físicos vía bluetooth,en este trabajo especial de grado se describe el proceso de diseño yconstrucción de robots móviles utilizando el kit de robótica de la lego®mindstorm nxt este proceso se llevo a cabo en varios pasos  inicialmentese armaron dos robots cuyas instrucciones vienen especificadas en el kit derobótica  luego se procedió a armar 5 modelos de robots para ponerlos aprueba y poder decidir cual sería el modelo final una vez construido estemodelo final se integró al mismo un sensor de temperatura construido en ellaboratorio  cuyo dispositivo principal es un termistor  que no es otracosa que una resistencia con cambio de impedancia dependiente de latemperatura ambiental además de agregarle el sensor de temperatura a losrobots  se les integraron sensores de compás para poder medir la direcciónen la que apunta el robot  sensores ultrasónicos para poder calcular ladistancia que le separa de los objetos que debe de esquivar y por ultimo se les colocaron sensores de sonido a dos de los robots y sensores de luz aotros dos a estos modelos definitivos se les programó un comportamientopara que pudiesen desplazarse de forma autónoma  este programa indica a losmotores que deben girar en el mismo sentido  hacia delante  de formasíncrona siempre y cuando el sensor ultrasónico no detecte ningúnobstáculo cuando se detecte algún obstáculo  el robot deberá girar hastaesquivar dicho obstáculo y luego el programa volverá al hilo principal deejecución  donde se indica a los motores que deben girar en la mismadirección estos robots se comunican mediante la tecnología inalámbricabluetooth con un servidor  el cual tiene una aplicación desarrollada en ellenguaje de programación java  que se encarga de solicitar la informaciónde los sensores de los robots de forma periódica la aplicación muestra porpantalla la información recibida a los usuarios además  se programó uncontrol remoto que permite a los usuarios manejar los movimientos del robotdesde el servidor utilizando la misma aplicación,robots sensores girar sensor aplicación poder dos principal además usuarios luego indica deben temperatura obstáculo final detecte programó utilizando modelos proceso construido servidor kit mismo robot programa yconstrucción cuyas armar estemodelo ultrasónico desplazarse pudiesen ponerlos inalámbricabluetooth deberá termistor dispositivo losrobots hilo decidir vienen diseño información hacia desarrolladadiseño  construcción y programación de robots móviles para la captura ytransmisión de eventos físicos vía bluetooth,tecnologias en comunicaciones y redes decomputadoras
145,diseño y evaluación de un sistema de distribución inalámbrica para lafacultad de ciencias,las wlan (wireless local area network  redes de Área local inalámbricasfueron originalmente diseñadas como una alternativa para las redes de árealocal cableadas en los últimos años las wlans han ganando muchapopularidad  tanto que su tecnología y calidad aumenta y se descubrennuevas aplicaciones para ellas con las wlans la red  por sí misma  esmóvil y elimina la necesidad de usar cables añadiendo flexibilidad  y lomás importante incrementa la productividad y eficiencia en los lugaresdonde está instalada la tecnología inalámbrica de más éxito ha sido elestándar 80211 desarrollado por el ieee (institute of electrical andelectronics engineers  instituto de los ingenieros eléctricos yelectrónicos [9] y es conocida comúnmente por wifi (wireless fidelity fidelidad inalámbrica la tecnología que hay detrás de este estándar essofisticada y la gran cantidad de aplicaciones y entornos en los que sedesarrolla  hacen que una red “wifi” sea una red compleja  tanto dediseñar  como de implantar  y posteriormente optimizar y administrar  paraobtener el máximo rendimiento en la terminología de ieee 80211 un sistemade distribución es el sistema que interconecta a todas las celdasconformadas por un número diverso de estaciones y conducida por un solopunto de acceso un sistema de distribución puede ser tanto cableado comoinalámbrico  esta investigación enfocará más el último punto denominado wds(wireless distribution system  sistema de distribución inalámbrico elgran uso de las redes inalámbricas en la actualidad  en particular lasredes 80211  hace que esta tecnología sea objeto de estudio einvestigación para tratar de mejorarla a causa de estos estudios y con lallegada de los nuevos puntos de acceso  la operación de un wds según lodefinido por el estándar ieee 80211 se ha hecho disponible usando wds esposible conectar puntos de acceso inalámbricamente  y hacer así que seextienda una infraestructura bien sea cableado o inalámbrico a lugaresdonde no es posible poner en ejecución el uso de cables uno de los puntosdébiles que presenta esta tecnología es la falta de compatibilidad entredispositivo  ya que la gran mayoría hoy en día no soportan wds  esto sedebe a que las características de wds no se detalla totalmente en laespecificación ieee 80211 [3] por lo tanto la interoperabilidad entrediversos dispositivos no está garantizada cabe destacar que la ieee haimplementado un estándar diseñado especialmente para la comunicación entrepuntos de acceso  este es el llamado 80211f que describe como se tratan otrabajan las comunicaciones de clientes móviles fuera de una zona entrepuntos de acceso (“roaming” con el protocolo de interacción entre puntosde acceso o interaccess point protocol (iapp [4],acceso ieee wds 80211 tecnología estándar red wireless distribución redes sistema inalámbrica local gran entrepuntos puntos wlans está inalámbrico aplicaciones lugaresdonde cableado más cables actualidad inalámbricamente presenta entrediversos especialmente ganando “wifi” tratar tratan operación destacar andelectronics enfocará lomás fidelity compleja alternativa disponible point eléctricos estudios interoperabilidaddiseño y evaluación de un sistema de distribución inalámbrica para lafacultad de ciencias,tecnologias en comunicaciones y redes decomputadoras
146,aplicación didáctica e interactiva para enseñar a programar en el lenguajec,el presente trabajo especial de grado consistió en el diseño eimplementación de una aplicación didáctica e interactiva para enseñar aprogramar en el lenguaje c  la cual integra diversos recursos multimedia para facilitar la enseñanza y el aprendizaje de este lenguaje  yevaluaciones con el fin de verificar que el estudiante haya cumplido losobjetivos de cada capítulo la necesidad de esta aplicación surge debido aque no existe una versión gratuita  en español  a libre disposición de losalumnos de los cursos de algoritmos y programación de la escuela decomputación de la facultad de ciencias de la universidad central devenezuela  que les permita reforzar los conocimientos obtenidos en el aulade clases o aprender de forma independiente este lenguaje esta aplicaciónse diseñó de forma tal que la misma pueda ser utilizada para crear cursosde otros tópicos  mediante la creación de un ejecutable desarrollado en as3(actionscript3 que lee el contenido del curso desde archivos en formatoxml (extensible markup language de esta forma  se puede crear otro cursocambiando el contenido de los archivos xml sin necesidad de modificar laaplicación  similarmente  se podría crear otro ejecutable para mostrar elcontenido del curso creado en este trabajo especial de grado sin necesidadde modificar los archivos xml,aplicación  ansi c  enseñanza  aprendizaje  algoritmos  programación actionscript  xml,tecnologias educativas
147,desarrollo de un sistema de gestión de robot móviles para lamonitorización de variables ambientales,este trabajo especial de grado describe el proceso de desarrollo de unsistema de gestión de robots lego®  mindstorms nxt  para la monitorizaciónde variables ambientales  haciendo uso de la tecnología bluetooth comomedio de comunicación los robots lego®  mindstorms nxt  son robots móvilesque tienen incorporados sensores que permiten medir la temperatura luminosidad  sonido y compás  además poseen un dispositivo bluetooth quepermite establecer la comunicación con ellos por esta vía el sistema estáconformado por dos aplicaciones  una destina al entorno de pda (personaldigital assistant  asistente personal digital y la otra al ambiente webla primera hace uso de la pda como control remoto para desplazar  a losrobots de un lugar a otro  además de permitir visualizar los valorescapturados por los sensores que se encuentran en el robot y el estado de subatería la segunda permite la monitorización remota de variablesambientales de un ambiente específico  a través de internet haciendo uso derobots lego®  mindstorms nxt  con lo cual es posible obtener análisis de loque sucede en el lugar y obtener conclusiones sobre si los valoresobtenidos son anómalos y requieren el envió de alertas vía correoelectrónico,mindstorms lego® robots nxt obtener además vía bluetooth ambiente pda comunicación haciendo sensores lugar gestión hace específico personal móvilesque dispositivo losrobots establecer assistant estáconformado anómalos variablesambientales sucede desarrollo comomedio webla alertas permitir entorno incorporados poseen internet destina valorescapturados requieren ambientales envió monitorizaciónde asistente grado variables luminosidad temperaturadesarrollo de un sistema de gestión de robot móviles para lamonitorización de variables ambientales,tecnologias en comunicaciones y redes decomputadoras
148,implementación de un sistema para el manejo de correo electrónico conautenticación centralizada basada en servicios de directorio,el presente trabajo especial de grado está enfocado hacia laimplementación de un sistema para el manejo de correo electrónico enambientes empresariales y su aplicación  utilizando programas con licenciaslibres el objetivo del trabajo es proponer una solución que permita acualquier organismo  tener un sistema de correo electrónico acorde con susnecesidades  tomando en cuenta criterios como el fácil acceso desde lugaresremotos  la seguridad  el control centralizado de los usuarios  y elfiltrado de mensajes no deseados el proyecto está compuesto por un procesode investigación sobre los componentes necesarios para implementar unsistema para el manejo de correo electrónico y el método a seguir para laimplementación del mismo en un organismo como caso de estudio  seseleccionó al instituto geográfico de venezuela simón bolívar (igvsb elsistema instanciado en dicho instituto quedó conformado por el servidor decorreo de código abierto (postfix que cumple con los requerimientos deligvsb en los aspectos de seguridad y eficiencia se utilizó el programadovecot y se configuró como un servidor imap  para permitir a los usuariosacceder a sus correos,correo electrónico está seguridad servidor organismo trabajo instituto sistema laimplementación control estudio grado tener elfiltrado deseados requerimientos implementar permitir mismo hacia enambientes aspectos fácil configuró usuariosacceder tomando presente empresariales criterios lugaresremotos objetivo cuenta imap programadovecot eficiencia decorreo solución bolívar utilizó geográfico utilizando deligvsb especial correos componentes aplicación mensajesimplementación de un sistema para el manejo de correo electrónico conautenticación centralizada basada en servicios de directorio,tecnologias en comunicaciones y redes decomputadoras
149,propuesta para solucionar el problema de comunicación telefónica en lafacultad de ciencias de la ucv utilizando un servidor pbx de software,el presente trabajo especial de grado está basado en el estudio profundode la tecnología de comunicación de voip  así como en el aprendizaje de lasherramientas de software y hardware utilizadas actualmente para suaplicación el objetivo del trabajo es proponer una posible solución alproblema de comunicación telefónica en la facultad de ciencias de launiversidad central de venezuela el proyecto está compuesto por un procesode investigación  instalación y configuración de un conjunto deaplicaciones de software que conforman la plataforma de comunicación devoip la solución se basa en asterisk  él cual es un software de códigoabierto que implementa las funcionalidades y servicios de una centraltelefónica tradicional para las comunicaciones de voz se utilizó elprotocolo de señalización sip (session initiation protocol  por poseermayor aceptación en las comunicaciones de voip en la actualidad  debido asu eficiencia  sencillez y amplio desarrollo ya que la plataforma asteriskcarece de una interfaz de usuario para la administración sus componentes se desarrolló una aplicación basada en tecnología web para este fin caracterizada por ser amigable  comprensible y muy eficiente con laimplementación de la plataforma de comunicación telefónica bajo latecnología de voip  se logró obtener una solución que proporcionó además delas funcionalidades y servicios de la central telefónica de la facultad deciencias  diferentes servicios adicionales que brindan más y mejoresopciones de comunicación a los diferentes usuarios (interfaces webadministrativas  interfaces web de usuarios  sistema de cobranza portarjetas prepago  funciones de redirección de llamadas  función para lagrabación de llamadas  entre otros de igual forma se obtuvo unaplataforma fácilmente escalable en cuanto a servicios  funcionalidades ynúmero de extensiones telefónicas  además de ser extensible ya que estasolución se podría implementar en otras facultades  o en toda launiversidad en forma distribuida,comunicación servicios solución funcionalidades software voip telefónica plataforma web launiversidad además interfaces está trabajo comunicaciones tecnología diferentes llamadas usuarios actualidad escalable protocol centraltelefónica actualmente mejoresopciones session eficiente presente igual latecnología suaplicación fin podría brindan componentes compuesto códigoabierto delas así desarrollo comprensible adicionalespropuesta para solucionar el problema de comunicación telefónica en lafacultad de ciencias de la ucv utilizando un servidor pbx de software,tecnologias en comunicaciones y redes decomputadoras
150,diseño e implementación de un sincronizador de datos corporativos basadoen tecnología web, las empresas cada día necesitan más sistemascomputacionales para soportar sus operaciones dichos sistemas traenventajas ya que automatizan los procesos que se ejecutan a diario en ellaslos sistemas computacionales generan resultados que deben ser almacenadospara llevar un historial de los mismos el crecimiento de una empresa es amenudo acompañado por la apertura de nuevas sucursales a nivel nacional ointernacional este proceso de expansión es más fácil de controlar si lainformación que se genera en cada una de las sucursales está disponible actualizada e íntegra con el fin de mantener sus datos al día  lasempresas pueden utilizar las redes públicas (internet por ejemplo y unsistema de sincronización de datos de esta forma  se puede tener unrepositorio central de la información  trayendo ventajas para unaadministración más sencilla  y la integridad de los datos en este trabajoespecial de grado (teg  se desarrolló un sincronizador de datoscorporativo basado en soluciones web el sincronizador desarrollado puedeser administrado mediante servicios web  y envía la información de manerasegura bien sea a través de una vpn (virtual private network o cifrandoesta con algoritmos como des (data encryption standard también  posee unmecanismo de recuperación de transmisiones no culminadas por falla decomunicación  al segmentar en paquetes la información a enviar y haciendocheckpoint cada cierto tiempo si durante la transmisión de los paquetesgenerados se cae la comunicación  la próxima vez que se restablezca elservicio se comienza a transferir a partir del último paquete enviadoademás  permite optimizar los anchos de banda disponibles que soncomúnmente bajos en internet mediante la compresión de la informaciónusando el formato de archivo zip el sincronizador trae varias ventajas alas empresas que deseen implementarlo  entre las cuales se encuentra elhecho de que se pueden abrir nuevas sucursales sin tener que preocuparsepor la consolidación de la información entre ellas basta con definir unanueva sede en el sistema e instalar los servicios (encargados de lasincronización en el/los servidor(es de archivos además de esta ventajaprincipal  el rendimiento de una empresa se puede incrementar ya que losanalistas de operaciones no deben consolidar la información de maneramanual  y los datos siempre están actualizados en cada una de las sedes,información datos más sucursales sincronizador tener empresa operaciones web empresas ventajas internet día sistemas nuevas deben servicios mediante si bajos traenventajas elhecho expansión también datoscorporativo ellaslos culminadas fin cuales mismos lasempresas genera posee decomunicación private integridad grado banda trae mantener resultados partir rendimientodiseño e implementación de un sincronizador de datos corporativos basadoen tecnología web,tecnologias en comunicaciones y redes decomputadoras
151,herramienta para la gestión y administración de redes ipv4 e ipv6 mediantela utilización del protocolo snmp,el presente trabajo especial de grado está enfocado hacia el desarrollo deuna herramienta (manager  destinada a la gestión y administración de redesbasadas en tcp/ip mediante la utilización de snmp v1/2c/3 y que funcionesobre los protocolos ipv4 e ipv6 con este manager de snmp se busca ofreceruna solución que permita llenar el vacío que existe en las herramientas degestión y administración de redes basadas en snmp que son de códigoabierto el primer paso en este trabajo fue la recopilación de informaciónque pudiera ser de interés para el desarrollo de la aplicación con estefin  se realizó un estudio de las herramientas similares ya existentes seevaluaron las distintas funcionalidades implementadas por dichasherramientas  para determinar las funcionalidades idóneas que debe tener elmanager de snmp a desarrollar se infirió que la herramienta debía tenersoporte para snmp v1/2c/3  soporte para ipv4 e ipv6  fácil instalación fácil configuración  interfaz gráfica y ayuda al usuario luego seseleccionaron las tecnologías a utilizar en el desarrollo del manager snmpse optó por java como lenguaje de programación  debido a que posee lascaracterísticas requeridas para la implementación de las funcionalidades dela herramienta también se emplearon las bibliotecas snmp4j y mibblesnmp4j es una interfaz de programación de aplicaciones snmp mibble proveeuna serie de clases que permiten leer y analizar mibs en el manager desnmp desarrollado se implementaron las funcionalidades anteriormenteexpuestas pero también se incluyeron otras adicionales  como la capacidadde importar mibs  generar y recibir traps snmp v1/2c/3 e informs snmpv2c/3  get table y mib walk con soporte para snmp v1/2c/3 con el generadory receptor de traps e informs  el usuario podrá recibir cualquier alerta onotificación emitida por algún agente snmp  como también enviarnotificaciones o alertas a otros el get table permite consultar una tablacompleta  todas sus filas y columnas son mostradas en pantalla el mib walkbrinda la posibilidad de recorrer subárboles de la mib y retornar lasvariables y valores encontrados,administración de redes  snmp  mib,tecnologias en comunicaciones y redes decomputadoras
152,capa de servicios de base de datos del sistema generador de ambientes deenseñanzaaprendizaje (ambar,el presente trabajo consiste en el análisis  diseño e implementación de lacapa de servicios web de base de datos del sistema generador de ambientesde enseñanzaaprendizaje (ambar como implementación de una arquitecturaorientada a servicios (soa la definición de los servicios web para elacceso a la base de datos de ambar mejora la interoperabilidad entre lasdiferentes aplicaciones que constituirán el sistema  ya que éstos ofrecenuna alternativa de software independiente en cuanto a la plataforma  basadaen estándares para la integración de aplicaciones  la automatización deprocesos de negocio y la publicación de la información de diversas fuentesel contar con una infraestructura integrada  segura  escalable y disponibledisminuye los costos y permite compartir información de manera confiableel sistema desarrollado proporciona un espacio para manipular objetos deaprendizaje (oa que pueden ser almacenados y recuperados de la base dedatos de ambar a través del sistema manejador de base de datos orientado aobjetos database for objects (db4o de software libre  basado en unaarquitectura mvc (modelo vista controlador para los servicios web yhaciendo uso del patrón dao (data access object para el acceso a losdatos los objetos son descritos a través de una metadata asociada  quepermite identificarlos para luego potenciar su búsqueda  evaluación obtención y reutilización  es decir  establece un modelo de datos utilizadopor scorm  que no es más que un conjunto de normas técnicas que permiten alos sistemas de administración de aprendizaje (lms  por sus siglas eningles en línea  importar y reutilizar contenidos de aprendizaje que seajusten al estándar las tecnologías y herramientas utilizadas quecontribuyeron al desarrollo exitoso de la aplicación fueron las siguientes:jsp  tecnología que permite generar contenido dinámico para ambiente webcon programación en java  java servlet  programa que se ejecuta en elcontexto de un servidor con el fin de generar páginas web de forma dinámicaa partir de lenguaje orientado a objetos para el desarrollo de losservicios web  servidor de apache tomcat  servidor que se utilizó comocontenedor web de la aplicación  axis  implementación de soap(simple objectaccess protocol que proporciona el entorno para la ejecución y publicaciónde los servicios web  staruml  herramienta para generar diagramas uml eclipse  jcreator utilizados como editores para la programación,servicios web  arquitectura soap  base de datos orientada a objetos(bdoo  objetos de aprendizaje (oa  scorm  lom  ims content packaging  imslearning desing  repositorio de oa  ambar  aplicaciones clienteservidor,bases de datos
153,actualización y consulta de bases de datos oracle a través del world wideweb,hace aproximadamente 20 años  nació la red internet ella comenzó como unared pública que permitía intercambiar información entre instituciones deinvestigación y universidades poco a poco fue creciendo y alejándose desus usuarios originales empresas privadas comenzaron a dar acceso a la redpor un pago mensual  permitiendo por ende que cualquier persona que tengaun computador  un módem  una línea telefónica y pueda pagar la cuota accese a la red de redes los costos de los equipos han descendido  lasempresas que permiten el acceso a la internet (internet server providercada vez son más  y en más países los programas y protocolos de la red sehan perfeccionado y en estos momentos permiten no sólo intercambiar texto sino también imágenes  sonido y video una de las creaciones másimportantes de la red es la world wide web esta herramienta nació parapermitir a los usuarios accesar archivos hipertextos desde cualquiercomputadora que se encuentre conectada a la internet hoy en día  por lasimplicidad y flexibilidad del protocolo en el que se sustenta (hypertextransfer protocol  http para distribuir la información  su simple yconsistente interfaz y la disponibilidad global del browser  es la másusada para a publicación y búsqueda online de datos  imágenes  sonido yvideo también  dado que trabaja sobre cualquier plataforma y ambiente dered  es rica en recursos  es eficiente y soporta una gran cantidad deusuarios  se está usando mucho para construir aplicaciones manejadas pordatos y para ejecutar varias de estas aplicaciones en distintos servidores(computación distribuida por otro lado  se encuentra el mundo delalmacenamiento de datos (las base de catos a lo largo de los años  se hanido mejorando los sistemas manejadores ce bases de datos  han bajado loscostos de los discos de almacenamiento y cada vez son más potentes lascomputadoras  logrando que la creación de las bases de datos sea cada vezmás fácil  que se puedan almacenar grandes cantidades de datos y que sepueda disponer de ellos rápidamente pero actualmente  los manejadores debase de datos enfrentan nuevos retos cada día se hace más necesariocompartir datos almacenados en diferentes computadores  ubicados endiferentes lugares y deben tener interfaces que permitan a los usuariosintegrar datos  sonido  imágenes y video los manejadores se enfrentan alproblema de tener los datos distribuidos en distintas plataformas yambientes de red también aumentan los precios del mantenimiento de losdatos  hay que comprar una licencia por cada computador c je contiene unmanejador y por cada usuario que va a accesar la información  paraenfrentar esto  se ha pensado en la necesidad de un lenguaje estándar quetrabaje de la misma forma en cualquier máquina  donde no haya necesidad demover o duplicar la base de datos y donde no importe cómo y de dónde seaccesa la información por eso  el world wide web es la solución a esteproblema con el  con sólo crear una aplicación que haga la interfaz entreel servidor de http y la base de datos  se puede accesar la informacióndesde cualquier lugar del mundo que esté conectado a la internet o desdecualquier computadora de una red local que trabaje con el protocolo tcp/ip sin que el programador tenga que preocuparse de cómo hacerlo el problemade la interfaz queda resuelto  al igual que la integración de diferentesdatos los costos bajan  porque sólo se necesita la licencia del manejadory la de un usuario  porque el acceso se hace a través del servidor de httppero ahora  el problema esta en crear las aplicaciones en principio cualquier programador que conozca sobre lenguajes de programación  lenguajede búsqueda de la base de datos  y su uso desde la world wide web  puedehacerlo  pero de esta forma quedan excluidos los usuarios menos entendidos• por esto  con este trabajo nos planteamos desarrollar una herramienta quepermita a los usuarios diseñar formas para hacer búsquedas en la base dedatos oracle  usando como interfaz gráfica la world wide web  sin necesidadde conocer de programación,datos red internet base cualquier web world información interfaz más wide usuarios hace también accesar sólo acceso aplicaciones imágenes manejadores sonido computador nació usando bases cómo costos intercambiar búsqueda video tener enfrentan día programador crear programación necesidad permiten protocolo mundo servidor años licencia http usuarioactualización y consulta de bases de datos oracle a través del world wideweb,bases de datos
